,Comment,Class,Comment2,Comment3,Comment4
1074,youtube comments nut shell br br first br 301 club br skip href http www youtube com watch v kq6zr6kcpj8 amp 3m57s 3 57 close eyes br advertisements br like comment reason br christianity arguements br religious arguements br console wars br pcmasterace br trolls br quot 1 million views video theres online 10 people earth br complaints br pewdiepie fangirls br minecraft scrubs br r montageparodies br br br shit,1,"['youtube', 'comments', 'nut', 'shell', 'br', 'br', 'first', 'br', '301', 'club', 'br', 'skip', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'v', 'kq6zr6kcpj8', 'amp', '3m57s', '3', '57', 'close', 'eyes', 'br', 'advertisements', 'br', 'like', 'comment', 'reason', 'br', 'christianity', 'arguements', 'br', 'religious', 'arguements', 'br', 'console', 'wars', 'br', 'pcmasterace', 'br', 'trolls', 'br', 'quot', '1', 'million', 'views', 'video', 'theres', 'online', '10', 'people', 'earth', 'br', 'complaints', 'br', 'pewdiepie', 'fangirls', 'br', 'minecraft', 'scrubs', 'br', 'r', 'montageparodies', 'br', 'br', 'br', 'shit']","['youtub', 'comment', 'nut', 'shell', 'br', 'br', 'first', 'br', '301', 'club', 'br', 'skip', 'href', 'http', 'www', 'youtub', 'com', 'watch', 'v', 'kq6zr6kcpj8', 'amp', '3m57', '3', '57', 'close', 'eye', 'br', 'advertis', 'br', 'like', 'comment', 'reason', 'br', 'christian', 'arguement', 'br', 'religi', 'arguement', 'br', 'consol', 'war', 'br', 'pcmasterac', 'br', 'troll', 'br', 'quot', '1', 'million', 'view', 'video', 'there', 'onlin', '10', 'peopl', 'earth', 'br', 'complaint', 'br', 'pewdiepi', 'fangirl', 'br', 'minecraft', 'scrub', 'br', 'r', 'montageparodi', 'br', 'br', 'br', 'shit']",youtub comment nut shell br br first br 301 club br skip href http www youtub com watch v kq6zr6kcpj8 amp 3m57 3 57 close eye br advertis br like comment reason br christian arguement br religi arguement br consol war br pcmasterac br troll br quot 1 million view video there onlin 10 peopl earth br complaint br pewdiepi fangirl br minecraft scrub br r montageparodi br br br shit
1075,popular video youtube,0,"['popular', 'video', 'youtube']","['popular', 'video', 'youtub']",popular video youtub
1076,check playlist youtube hbbhhhgh,1,"['check', 'playlist', 'youtube', 'hbbhhhgh']","['check', 'playlist', 'youtub', 'hbbhhhgh']",check playlist youtub hbbhhhgh
1077,views nikki minaj anaconda,0,"['views', 'nikki', 'minaj', 'anaconda']","['view', 'nikki', 'minaj', 'anaconda']",view nikki minaj anaconda
1078,video 800 views br channel got 3m subscribers,1,"['video', '800', 'views', 'br', 'channel', 'got', '3m', 'subscribers']","['video', '800', 'view', 'br', 'channel', 'got', '3m', 'subscrib']",video 800 view br channel got 3m subscrib
1079,little psy 5 months left tumor head miss u lt 3,0,"['little', 'psy', '5', 'months', 'left', 'tumor', 'head', 'miss', 'u', 'lt', '3']","['littl', 'psi', '5', 'month', 'left', 'tumor', 'head', 'miss', 'u', 'lt', '3']",littl psi 5 month left tumor head miss u lt 3
1080,39 understand song passion women feel like im losing mind 39 understand ideas loving way someone lies,0,"['39', 'understand', 'song', 'passion', 'women', 'feel', 'like', 'im', 'losing', 'mind', '39', 'understand', 'ideas', 'loving', 'way', 'someone', 'lies']","['39', 'understand', 'song', 'passion', 'women', 'feel', 'like', 'im', 'lose', 'mind', '39', 'understand', 'idea', 'love', 'way', 'someon', 'lie']",39 understand song passion women feel like im lose mind 39 understand idea love way someon lie
1081,whose watching 2015 hi 5,0,"['whose', 'watching', '2015', 'hi', '5']","['whose', 'watch', '2015', 'hi', '5']",whose watch 2015 hi 5
1082,katy perry cio cabelo decio hair 60 years age family single alone homeless alcoholic 15 age 46 invisible composer dream record songs could help please please trust give chance 109 videos youtube deciocabelo canal katy perry born october 25 thank much decio hair,1,"['katy', 'perry', 'cio', 'cabelo', 'decio', 'hair', '60', 'years', 'age', 'family', 'single', 'alone', 'homeless', 'alcoholic', '15', 'age', '46', 'invisible', 'composer', 'dream', 'record', 'songs', 'could', 'help', 'please', 'please', 'trust', 'give', 'chance', '109', 'videos', 'youtube', 'deciocabelo', 'canal', 'katy', 'perry', 'born', 'october', '25', 'thank', 'much', 'decio', 'hair']","['kati', 'perri', 'cio', 'cabelo', 'decio', 'hair', '60', 'year', 'age', 'famili', 'singl', 'alon', 'homeless', 'alcohol', '15', 'age', '46', 'invis', 'compos', 'dream', 'record', 'song', 'could', 'help', 'pleas', 'pleas', 'trust', 'give', 'chanc', '109', 'video', 'youtub', 'deciocabelo', 'canal', 'kati', 'perri', 'born', 'octob', '25', 'thank', 'much', 'decio', 'hair']",kati perri cio cabelo decio hair 60 year age famili singl alon homeless alcohol 15 age 46 invis compos dream record song could help pleas pleas trust give chanc 109 video youtub deciocabelo canal kati perri born octob 25 thank much decio hair
1083,2015 still shuffling song,0,"['2015', 'still', 'shuffling', 'song']","['2015', 'still', 'shuffl', 'song']",2015 still shuffl song
1084,https viralangels com user d4aaacwk,1,"['https', 'viralangels', 'com', 'user', 'd4aaacwk']","['http', 'viralangel', 'com', 'user', 'd4aaacwk']",http viralangel com user d4aaacwk
1085,hey 39 charlie lost,0,"['hey', '39', 'charlie', 'lost']","['hey', '39', 'charli', 'lost']",hey 39 charli lost
1086,see br href http adf ly http adf ly 1hmvtx,1,"['see', 'br', 'href', 'http', 'adf', 'ly', 'http', 'adf', 'ly', '1hmvtx']","['see', 'br', 'href', 'http', 'adf', 'ly', 'http', 'adf', 'ly', '1hmvtx']",see br href http adf ly http adf ly 1hmvtx
1087,check video youtube br,1,"['check', 'video', 'youtube', 'br']","['check', 'video', 'youtub', 'br']",check video youtub br
1088,video many views asian things awesome non asian countries jelly try learn asia looking video,0,"['video', 'many', 'views', 'asian', 'things', 'awesome', 'non', 'asian', 'countries', 'jelly', 'try', 'learn', 'asia', 'looking', 'video']","['video', 'mani', 'view', 'asian', 'thing', 'awesom', 'non', 'asian', 'countri', 'jelli', 'tri', 'learn', 'asia', 'look', 'video']",video mani view asian thing awesom non asian countri jelli tri learn asia look video
1089,watching 2015 subscribe span class proflinkwrapper span class proflinkprefix span class proflink href https plus google com 104999962146104962510 oid 104999962146104962510 supermariologan span,1,"['watching', '2015', 'subscribe', 'span', 'class', 'proflinkwrapper', 'span', 'class', 'proflinkprefix', 'span', 'class', 'proflink', 'href', 'https', 'plus', 'google', 'com', '104999962146104962510', 'oid', '104999962146104962510', 'supermariologan', 'span']","['watch', '2015', 'subscrib', 'span', 'class', 'proflinkwrapp', 'span', 'class', 'proflinkprefix', 'span', 'class', 'proflink', 'href', 'http', 'plu', 'googl', 'com', '104999962146104962510', 'oid', '104999962146104962510', 'supermariologan', 'span']",watch 2015 subscrib span class proflinkwrapp span class proflinkprefix span class proflink href http plu googl com 104999962146104962510 oid 104999962146104962510 supermariologan span
1090,eminem idol people espa mexico latinoamerica,0,"['eminem', 'idol', 'people', 'espa', 'mexico', 'latinoamerica']","['eminem', 'idol', 'peopl', 'espa', 'mexico', 'latinoamerica']",eminem idol peopl espa mexico latinoamerica
1091,whose watching 2015 like,0,"['whose', 'watching', '2015', 'like']","['whose', 'watch', '2015', 'like']",whose watch 2015 like
1092,http www ermail pl dolacz v3veygin click http www ermail pl dolacz v3veygin http www ermail pl dolacz v3veygin http www ermail pl dolacz v3veygin http www ermail pl dolacz v3veygin http www ermail pl dolacz v3veygin http www ermail pl dolacz v3veygin,1,"['http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'click', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin']","['http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'click', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin', 'http', 'www', 'ermail', 'pl', 'dolacz', 'v3veygin']",http www ermail pl dolacz v3veygin click http www ermail pl dolacz v3veygin http www ermail pl dolacz v3veygin http www ermail pl dolacz v3veygin http www ermail pl dolacz v3veygin http www ermail pl dolacz v3veygin http www ermail pl dolacz v3veygin
1093,lovee,0,['lovee'],['love'],love
1094,going voyage first comment tell family loved,0,"['going', 'voyage', 'first', 'comment', 'tell', 'family', 'loved']","['go', 'voyag', 'first', 'comment', 'tell', 'famili', 'love']",go voyag first comment tell famili love
1095,remember everyone obsessed gangnam style,0,"['remember', 'everyone', 'obsessed', 'gangnam', 'style']","['rememb', 'everyon', 'obsess', 'gangnam', 'style']",rememb everyon obsess gangnam style
1096,shuffling way lmfao like one wish could shuffle like crazy dudes,0,"['shuffling', 'way', 'lmfao', 'like', 'one', 'wish', 'could', 'shuffle', 'like', 'crazy', 'dudes']","['shuffl', 'way', 'lmfao', 'like', 'one', 'wish', 'could', 'shuffl', 'like', 'crazi', 'dude']",shuffl way lmfao like one wish could shuffl like crazi dude
1097,segue ha https www facebook com marcos sousa4 fref ts,1,"['segue', 'ha', 'https', 'www', 'facebook', 'com', 'marcos', 'sousa4', 'fref', 'ts']","['segu', 'ha', 'http', 'www', 'facebook', 'com', 'marco', 'sousa4', 'fref', 'ts']",segu ha http www facebook com marco sousa4 fref ts
1098,else saw jesses dancing sorry spelled wrong peace,0,"['else', 'saw', 'jesses', 'dancing', 'sorry', 'spelled', 'wrong', 'peace']","['els', 'saw', 'jess', 'danc', 'sorri', 'spell', 'wrong', 'peac']",els saw jess danc sorri spell wrong peac
1099,best song ever x3333333333,0,"['best', 'song', 'ever', 'x3333333333']","['best', 'song', 'ever', 'x3333333333']",best song ever x3333333333
1100,watching 2015 like,0,"['watching', '2015', 'like']","['watch', '2015', 'like']",watch 2015 like
1101,c mon 3 billion views,0,"['c', 'mon', '3', 'billion', 'views']","['c', 'mon', '3', 'billion', 'view']",c mon 3 billion view
1102,new makeup transformation integrated look like feature available ver 1 13 know look like install update version makeup transformation https play google com store apps details id com yourelink makeuptransformation visit google play,1,"['new', 'makeup', 'transformation', 'integrated', 'look', 'like', 'feature', 'available', 'ver', '1', '13', 'know', 'look', 'like', 'install', 'update', 'version', 'makeup', 'transformation', 'https', 'play', 'google', 'com', 'store', 'apps', 'details', 'id', 'com', 'yourelink', 'makeuptransformation', 'visit', 'google', 'play']","['new', 'makeup', 'transform', 'integr', 'look', 'like', 'featur', 'avail', 'ver', '1', '13', 'know', 'look', 'like', 'instal', 'updat', 'version', 'makeup', 'transform', 'http', 'play', 'googl', 'com', 'store', 'app', 'detail', 'id', 'com', 'yourelink', 'makeuptransform', 'visit', 'googl', 'play']",new makeup transform integr look like featur avail ver 1 13 know look like instal updat version makeup transform http play googl com store app detail id com yourelink makeuptransform visit googl play
1103,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
1104,shakira best worldcup,0,"['shakira', 'best', 'worldcup']","['shakira', 'best', 'worldcup']",shakira best worldcup
1105,never gets old best song ever,0,"['never', 'gets', 'old', 'best', 'song', 'ever']","['never', 'get', 'old', 'best', 'song', 'ever']",never get old best song ever
1106,hey think know dealing theories could gotten 2billion hits 1 mabey made korea realy popular stuck watching 2 2billion people access internet including youtube numbers rising 2017 half populatoin connected 3 hackers korea may loved much rised 2billion hits make popular 4 song featured dance game multiple mp3s seen concerts even new years eve event 2012 seeing mabey adding hits video 5 complaining much heck 2b hits,0,"['hey', 'think', 'know', 'dealing', 'theories', 'could', 'gotten', '2billion', 'hits', '1', 'mabey', 'made', 'korea', 'realy', 'popular', 'stuck', 'watching', '2', '2billion', 'people', 'access', 'internet', 'including', 'youtube', 'numbers', 'rising', '2017', 'half', 'populatoin', 'connected', '3', 'hackers', 'korea', 'may', 'loved', 'much', 'rised', '2billion', 'hits', 'make', 'popular', '4', 'song', 'featured', 'dance', 'game', 'multiple', 'mp3s', 'seen', 'concerts', 'even', 'new', 'years', 'eve', 'event', '2012', 'seeing', 'mabey', 'adding', 'hits', 'video', '5', 'complaining', 'much', 'heck', '2b', 'hits']","['hey', 'think', 'know', 'deal', 'theori', 'could', 'gotten', '2billion', 'hit', '1', 'mabey', 'made', 'korea', 'reali', 'popular', 'stuck', 'watch', '2', '2billion', 'peopl', 'access', 'internet', 'includ', 'youtub', 'number', 'rise', '2017', 'half', 'populatoin', 'connect', '3', 'hacker', 'korea', 'may', 'love', 'much', 'rise', '2billion', 'hit', 'make', 'popular', '4', 'song', 'featur', 'danc', 'game', 'multipl', 'mp3', 'seen', 'concert', 'even', 'new', 'year', 'eve', 'event', '2012', 'see', 'mabey', 'ad', 'hit', 'video', '5', 'complain', 'much', 'heck', '2b', 'hit']",hey think know deal theori could gotten 2billion hit 1 mabey made korea reali popular stuck watch 2 2billion peopl access internet includ youtub number rise 2017 half populatoin connect 3 hacker korea may love much rise 2billion hit make popular 4 song featur danc game multipl mp3 seen concert even new year eve event 2012 see mabey ad hit video 5 complain much heck 2b hit
1107,really like song,0,"['really', 'like', 'song']","['realli', 'like', 'song']",realli like song
1108,video ends 13 ft boa constrictor squeezes death,0,"['video', 'ends', '13', 'ft', 'boa', 'constrictor', 'squeezes', 'death']","['video', 'end', '13', 'ft', 'boa', 'constrictor', 'squeez', 'death']",video end 13 ft boa constrictor squeez death
1109,comprehend video nearly 700 000 000 views people found gangnam style funny explains high view count awful pop song really clue one,0,"['comprehend', 'video', 'nearly', '700', '000', '000', 'views', 'people', 'found', 'gangnam', 'style', 'funny', 'explains', 'high', 'view', 'count', 'awful', 'pop', 'song', 'really', 'clue', 'one']","['comprehend', 'video', 'nearli', '700', '000', '000', 'view', 'peopl', 'found', 'gangnam', 'style', 'funni', 'explain', 'high', 'view', 'count', 'aw', 'pop', 'song', 'realli', 'clue', 'one']",comprehend video nearli 700 000 000 view peopl found gangnam style funni explain high view count aw pop song realli clue one
1110,pleassssssssssssssss subscribeeeeeeeeee channnnnnelll plzz,1,"['pleassssssssssssssss', 'subscribeeeeeeeeee', 'channnnnnelll', 'plzz']","['pleassssssssssssssss', 'subscribeeeeeeeee', 'channnnnnell', 'plzz']",pleassssssssssssssss subscribeeeeeeeee channnnnnell plzz
1111,party rock br,0,"['party', 'rock', 'br']","['parti', 'rock', 'br']",parti rock br
1112,nice,0,['nice'],['nice'],nice
1113,happy birthday katy http giphy com gifs birthday flowers happy gw3jy2uqiaxkaqxs fullscreen,1,"['happy', 'birthday', 'katy', 'http', 'giphy', 'com', 'gifs', 'birthday', 'flowers', 'happy', 'gw3jy2uqiaxkaqxs', 'fullscreen']","['happi', 'birthday', 'kati', 'http', 'giphi', 'com', 'gif', 'birthday', 'flower', 'happi', 'gw3jy2uqiaxkaqx', 'fullscreen']",happi birthday kati http giphi com gif birthday flower happi gw3jy2uqiaxkaqx fullscreen
1114,omg listen soo good,0,"['omg', 'listen', 'soo', 'good']","['omg', 'listen', 'soo', 'good']",omg listen soo good
1115,damn everywhere,0,"['damn', 'everywhere']","['damn', 'everywher']",damn everywher
1116,viewed video world,0,"['viewed', 'video', 'world']","['view', 'video', 'world']",view video world
1117,im rapper songwriter check video please also subscribe thanks tell think,1,"['im', 'rapper', 'songwriter', 'check', 'video', 'please', 'also', 'subscribe', 'thanks', 'tell', 'think']","['im', 'rapper', 'songwrit', 'check', 'video', 'pleas', 'also', 'subscrib', 'thank', 'tell', 'think']",im rapper songwrit check video pleas also subscrib thank tell think
1118,eminem ginius stop,0,"['eminem', 'ginius', 'stop']","['eminem', 'giniu', 'stop']",eminem giniu stop
1119,party rock xd,0,"['party', 'rock', 'xd']","['parti', 'rock', 'xd']",parti rock xd
1120,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
1121,nice song see new track,1,"['nice', 'song', 'see', 'new', 'track']","['nice', 'song', 'see', 'new', 'track']",nice song see new track
1122,5 years ago damn,0,"['5', 'years', 'ago', 'damn']","['5', 'year', 'ago', 'damn']",5 year ago damn
1123,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
1124,cute monkey,0,"['cute', 'monkey']","['cute', 'monkey']",cute monkey
1125,like mmph version better,0,"['like', 'mmph', 'version', 'better']","['like', 'mmph', 'version', 'better']",like mmph version better
1126,like songs,0,"['like', 'songs']","['like', 'song']",like song
1127,treu detective alternate ending http www funnyordie com videos d15fb87973 true defectives,1,"['treu', 'detective', 'alternate', 'ending', 'http', 'www', 'funnyordie', 'com', 'videos', 'd15fb87973', 'true', 'defectives']","['treu', 'detect', 'altern', 'end', 'http', 'www', 'funnyordi', 'com', 'video', 'd15fb87973', 'true', 'defect']",treu detect altern end http www funnyordi com video d15fb87973 true defect
